date,bnkid,bnkid_remap,indicator,yearmonth,platformid,merchantnumber,merchantname,level1,level2,level3,element,buyrate,merchantbillingcode,merchantbillingcodename,revn_byrt_in,clientormerchant_in,volume,volume_factor,volume_cost,amount,amount_factor,amount_cost,amount_after_cost
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,OTHER DISCOUNT,DISCOVER ACQUIRING DISCOUNT,,,FD_DERIVED_07_61,DISCOVER ACQUIRING DISCOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0002543CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0,0,0,0.25,0,0,0.25
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE MASTERCARD,,,IDW-CT-000571DEBIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0,0,0,179.50999450683594,0,0,179.50999450683594
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE VISA,,,IDW-CT-000574CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0,0,0,23.350000381469727,0,0,23.350000381469727
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,INTERCHANGE,VISA INTERCHANGE REGULAR REVENUE,,,IDW-CT-000094CREDIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE MASTERCARD,,,IDW-CT-000571CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0,0,0,37.59000015258789,0,0,37.59000015258789
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,INTERCHANGE,MC INTERCHANGE REGULAR,,,IDW-CT-000091CREDIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000254CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0,0,0,13.470000267028809,0,0,13.470000267028809
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000251DEBIT_I,NON QUALIFY AMOUNT,REVENUE,M,0,0,0,10.34000015258789,0,0,10.34000015258789
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,OTHER DISCOUNT,AMERICAN EXPRESS BLUE DISCOUNT,,,FD_DERIVED_07_43,AMERICAN EXPRESS BLUE DISCOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,DISCOUNT REVENUE,OTHER DISCOUNT,VISA DISCOUNT,,,FD_DERIVED_07_4,VISA DISCOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADADBT404_I,DB DUES AND ASSESS,REVENUE,M,0,0,0,15.239999771118164,0,0,15.239999771118164
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA FILE TRANSMISSION FEE,VISA FILE TRANSMISSION FEE,,,VSAFLTMF403_I,FILE TRANSMISSION FEE,REVENUE,M,462,0,0,0.8299999833106995,0,0,0.8299999833106995
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,INTRNTL RETURN FEE DB,INTRNTL RETURN FEE DB,,,VSAIAPFD404_I,INTRNTL RETURN FEE DB,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,AMEX OPT BLUE NETWORK FEE,AMEX OPT BLUE NETWORK FEE,,,AMXNTWRK4303_I,AMEX OPT BLUE NETWORK FEE,REVENUE,M,0,0,0,2.5399999618530273,0,0,2.5399999618530273
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041CREDIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,2.809999942779541,0,0,2.809999942779541
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,423,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,CSTVSABI404_I,VISA BIN ICA,REVENUE,M,423,0,0,0.41999998688697815,0,0,0.41999998688697815
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,AMEX ACQR TRANSACTION FEE,AMEX ACQR TRANSACTION FEE,,,AMXACQTN4303_I,AMEX ACQR TRANSACTION FEE,REVENUE,M,26,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION,,,MSTPIFAV103_I,INTG FATHV FEE,REVENUE,M,0,0,0,17.639999389648438,0,0,17.639999389648438
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DISCOVER AUTH FEE,DISCOVER AUTH FEE,,,DSCAUTH6103_I,DISC AUTH FEE,REVENUE,M,10,0,0,0.1899999976158142,0,0,0.1899999976158142
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,IDW-CT-000361DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,318,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,CSTMSTBI103_I,MC BIN ICA,REVENUE,M,72,0,0,0.5600000023841858,0,0,0.5600000023841858
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DISCOVER AUTH FEE PCF,DISCOVER AUTH FEE PCF,,,IDW-MT-00090_I,DISCOVER AUTHORIZATION FEE AMOUNT,REVENUE,M,10,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MASTERCARD ACQUIRER NABU FEE AMOUNT,MASTERCARD ACQUIRER NABU FEE AMOUNT,,,IDW-MT-00034_I,MASTERCARD ACQUIRER NABU FEE AMOUNT,REVENUE,M,515,0,0,10.042499542236328,0,0,10.042499542236328
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,KILOBYTE AUTH FEE US,KILOBYTE AUTH FEE US,,,MSTKBAUS103_I,KILOBYTE AUTH FEE US,REVENUE,M,180,0,0,0.4099999964237213,0,0,0.4099999964237213
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,72,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS DISC ACQ,,,IDW-CT-0000461CREDIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,0.27000001072883606,0,0,0.27000001072883606
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DISCOVER DATA USAGE FEE,DISCOVER DATA USAGE FEE,,,IDW-MT-00072_I,DISCOVER DATA USAGE FEE AMOUNT,REVENUE,M,8,0,0,0.019999999552965164,0,0,0.019999999552965164
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC KILOBYTE FEE AMOUNT,MC KILOBYTE FEE AMOUNT,,,MSTKILOB103_I,MC KILOBYTE FEE,REVENUE,M,199,0,0,0.46000000834465027,0,0,0.46000000834465027
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,NVR APPRV REATTMPT DOM US,NVR APPRV REATTMPT DOM US,,,VSANADUS403_I,NVR APPRV REATTMPT DOM US,REVENUE,M,4,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MASTERCARD LICENSE VOLUME AMOUNT,MASTERCARD LICENSE VOLUME AMOUNT,,,IDW-MT-00092_I,MASTERCARD LICENSE VOLUME AMOUNT,REVENUE,M,0,0,0,7.360000133514404,0,0,7.360000133514404
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA ACQUIRING PROCESSOR FEE AMOUNT,VISA ACQUIRING PROCESSOR FEE AMOUNT,,,IDW-MT-00030_I,VISA ACQUIRING PROCESSOR FEE AMOUNT,REVENUE,M,54,0,0,1.0529999732971191,0,0,1.0529999732971191
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,CSTMSTBI104_I,MC BIN ICA,REVENUE,M,318,0,0,2.4800000190734863,0,0,2.4800000190734863
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA PROCESSING FEE AMOUNT,VISA PROCESSING FEE AMOUNT,,,IDW-CT-000374CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,38,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-IMAGE FEE,PROCESSING INTEGRITY FEE-IMAGE FEE,,,MSTIMGFE103_I,PS INTG IMGFEE,REVENUE,M,336,0,0,6.71999979019165,0,0,6.71999979019165
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC LOCATION FEE,MC LOCATION FEE,,,MSTLCTNF103_I,LOCATION FEE,REVENUE,M,0,0,0,2.5,0,0,2.5
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,INTGRTY DETAIL REPORT FEE,INTGRTY DETAIL REPORT FEE,,,VSAIFDTL403_I,INTGRTY DETAIL REPORT FEE,REVENUE,M,6,0,0,0.009999999776482582,0,0,0.009999999776482582
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA NPF CARD PRESENT FEE AMOUNT,VISA NPF CARD PRESENT FEE AMOUNT,,,IDW-MT-00067_I,VISA NPF CARD PRESENT FEE AMOUNT,REVENUE,M,0,0,0,2,0,0,2
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364CREDIT_I,BIN/ICA AMOUNT,REVENUE,M,38,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,ACQ PROC FEE AUTH RVSL DB,ACQ PROC FEE AUTH RVSL DB,,,VSAAPFDR404_I,ACQ PROC FEE AUTH RVSL DB,REVENUE,M,1,0,0,0.019999999552965164,0,0,0.019999999552965164
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DIGITAL INVESTMENT FEE,MC DIGITAL INVESTMENT FEE,,,DSCDGINV6103_I,DIGITAL INVESTMENT FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,IDW-CT-000361CREDIT_I,BIN/ICA AMOUNT,REVENUE,M,72,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,,,IDW-MT-00066_I,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,REVENUE,M,578,0,0,8.958999633789062,0,0,8.958999633789062
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MASTERCARD LICENSE FEE PER ITEM AMOUNT,MASTERCARD LICENSE FEE PER ITEM AMOUNT,,,IDW-MT-00093_I,MASTERCARD LICENSE FEE PER ITEM AMOUNT,REVENUE,M,390,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION MINIMUM,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION MINIMUM,,,MSTPIFAI103_I,INTG FATHI FEE,REVENUE,M,136,0,0,5.440000057220459,0,0,5.440000057220459
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041DEBIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,13.40999984741211,0,0,13.40999984741211
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,CSTVSABI403_I,VISA BIN ICA,REVENUE,M,38,0,0,0.029999999329447746,0,0,0.029999999329447746
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA TRANSACTION INTEGRITY FEE AMOUNT,VISA TRANSACTION INTEGRITY FEE AMOUNT,,,IDW-MT-00068_I,VISA TRANSACTION INTEGRITY FEE AMOUNT,REVENUE,M,26,0,0,2.5999999046325684,0,0,2.5999999046325684
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADACRD403_I,CR DUES AND ASSESS,REVENUE,M,0,0,0,1.8799999952316284,0,0,1.8799999952316284
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,VISA PROCESSING FEE AMOUNT,VISA PROCESSING FEE AMOUNT,,,IDW-CT-000374DEBIT_I,PROCESSING FEE AMOUNT,REVENUE,M,423,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,ACQ PROC FEE AUTH RVSL CR,ACQ PROC FEE AUTH RVSL CR,,,VSAAPFCR403_I,ACQ PROC FEE AUTH RVSL CR,REVENUE,M,1,0,0,0.019999999552965164,0,0,0.019999999552965164
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,CB/EXCPT PACKAGE FAX/MAIL,CB/EXCPT PACKAGE FAX/MAIL,,,MRCMCOFM-201_I,CB/EXCPT PACKAGE FAX/MAIL,REVENUE,M,1,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371DEBIT_I,PROCESSING FEE AMOUNT,REVENUE,M,318,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,CLIENT DEFINED MFC,ANNUAL01 09900,,,CST01009-201_I,ANNUAL01 09900,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,ACH REJECT FEE,ACH REJECT FEE AMOUNT,,,IDW-MT-00064_I,ACH REJECT FEE AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,CHARGEBACK,CHARGEBACK VISA,,,IDW-CT-000074CREDIT_I,CHARGEBACK CHARGE/COST AMOUNT,REVENUE,M,0,0,0,20,0,0,20
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,ACCOUNT CHARGE FIVE AMOUNT,ACCOUNT CHARGE FIVE AMOUNT,,,IDW-MT-00117_I,ACCOUNT CHARGE FIVE AMOUNT,REVENUE,M,0,0,0,4.949999809265137,0,0,4.949999809265137
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,AUTHS REVENUE - OMAHA,AUTHS REVENUE - OMAHA,,,AUTHNETAVS,AUTHORIZATION REVENUE,REVENUE,M,0,0,0,122.0999984741211,0,0,122.0999984741211
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,BATCH HEADER,BATCH HEADER CHARGE,,,IDW-MT-00001_I,BATCH HEADER CHARGE/COST AMOUNT,REVENUE,M,30,0,0,7.5,0,0,7.5
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,SALE ITEM FEE AMOUNT,SALE ITEM FEE AMOUNT,,,IDW-MT-00104_I,SALE ITEM FEE AMOUNT,REVENUE,M,885,0,0,88.5,0,0,88.5
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,PROCESSING REVENUE,ACCOUNT CHARGE SECOND AMOUNT,ACCOUNT CHARGE SECOND AMOUNT,,,IDW-MT-00026_I,ACCOUNT CHARGE SECOND AMOUNT,REVENUE,M,0,0,0,10,0,0,10
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - AMERICAN EXPRESS OPT BLUE,0000,,53143CREDIT,AMERICAN EXPRESS OPT BLUE,SALES,M,26,0,0,806.22998046875,0,0,806.22998046875
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,1324DEBIT,VISA,SALES,M,423,0,0,11724.01953125,0,0,11724.01953125
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,0994CREDIT,VISA,SALES,M,38,0,0,1341.47998046875,0,0,1341.47998046875
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0121CREDIT,MASTERCARD,SALES,M,72,0,0,2158.669921875,0,0,2158.669921875
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0781DEBIT,MASTERCARD,SALES,M,318,0,0,10316,0,0,10316
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11461CREDIT,DISCOVER ACQUIRING,SALES,M,8,0,0,189.6999969482422,0,0,189.6999969482422
12/01/2022,2900,2900,SALES,202212,FD,5230722901004693,MUDDY WATERS SPORTS BAR,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11561DEBIT,DISCOVER ACQUIRING,SALES,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,INTERCHANGE,INTERCHANGE EXPENSE VISA,,,IDW-CT-000094DEBIT_E,REGULAR INTERCHANGE FEE AMOUNT,EXPENSE,M,0,0,0,-55.25,0,0,-55.25
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,,820001,IDW-MT-00066_E,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,EXPENSE,M,312,0,0,-4.835999965667725,0,0,-4.835999965667725
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,INTRNTL RETURN FEE CR,INTRNTL RETURN FEE CR,,820001,VSAIAPFC403_E,INTRNTL RETURN FEE CR,EXPENSE,M,4,0,0,-0.07999999821186066,0,0,-0.07999999821186066
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,INTERCHANGE,INTERCHANGE EXPENSE DISCOVER ACQ,,,IDW-CT-0001161CREDIT_E,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,EXPENSE,M,0,0,0,-49.970001220703125,0,0,-49.970001220703125
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,VISA ACQUIRING PROCESSOR FEE AMOUNT,VISA ACQUIRING PROCESSOR FEE AMOUNT,,820001,IDW-MT-00030_E,VISA ACQUIRING PROCESSOR FEE AMOUNT,EXPENSE,M,344,0,0,-6.708000183105469,0,0,-6.708000183105469
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,INTERCHANGE,INTERCHANGE EXPENSE VISA,,,IDW-CT-000114CREDIT_E,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,EXPENSE,M,0,0,0,15.930000305175781,0,0,15.930000305175781
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,VISA ACQUIRER ISA FEE AMOUNT,VISA ACQUIRER ISA FEE AMOUNT,,820001,IDW-MT-00035_E,VISA ACQUIRER ISA FEE AMOUNT,EXPENSE,M,0,0,0,-5.989999771118164,0,0,-5.989999771118164
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,DISPUTE FEE,MC DISPUTE FEE,,,MRCMCDEP103_E,MC DISPUTE EXCESS PAGE FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,INTRNTL ACQ PROC FEE CR,INTRNTL ACQ PROC FEE CR,,820001,VSAIDPRC403_E,INTRNTL ACQ PROC FEE CR,EXPENSE,M,1,0,0,-0.019999999552965164,0,0,-0.019999999552965164
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-ASSMT1DEBIT_E,MASTERCARD,EXPENSE,M,0,0,0,-9.184300422668457,0,0,-9.184300422668457
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,VISA ACQ DB VOUCHER,VISA ACQ DB VOUCHER,,,VSAADPRD404_E,ACQ DATA PROC RTN D,EXPENSE,M,5,0,0,-0.07999999821186066,0,0,-0.07999999821186066
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,DISCOVER DATA USAGE FEE,DISCOVER DATA USAGE FEE,,,IDW-MT-00072_E,DISCOVER DATA USAGE FEE AMOUNT,EXPENSE,M,19,0,0,-0.04749999940395355,0,0,-0.04749999940395355
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-ASSMT1CREDIT_E,MASTERCARD,EXPENSE,M,0,0,0,-60.782901763916016,0,0,-60.782901763916016
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,,820001,IDW-MT-00033_E,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,EXPENSE,M,0,0,0,-7.119999885559082,0,0,-7.119999885559082
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901004768,COMFORT SUITES - N CHARLESTON,PASS-THRU EXPENSE,VISA TRANSACTION INTEGRITY FEE AMOUNT,VISA TRANSACTION INTEGRITY FEE AMOUNT,,820001,IDW-MT-00068_E,VISA TRANSACTION INTEGRITY FEE AMOUNT,EXPENSE,M,3,0,0,-0.30000001192092896,0,0,-0.30000001192092896
