indicator,yearmonth,platformid,merchantnumber,merchantname,level1,level2,level3,element,buyrate,merchantbillingcode,merchantbillingcodename,revn_byrt_in,clientormerchant_in,volume,amount,bnkid,date
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD DATAWIRE AUTHS,DATAWIRE AUTHS AMERICAN EXPRESS BLUE,3521,623521,43KCREDIT,DATAWIRE,EXPENSE,M,22.0000,0.3850000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,ACCESS ONE GOLD MONTHLY FEE,ACCESS ONE GOLD MONTHLY FEE,5980,625980,5980,ACCESS ONE GOLD,EXPENSE,M,1.0000,2.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BASE DISCOUNT,BASE DISCOUNT AMEX OPT BLUE,9998,629998,FD_DERIVED_05_43,BASE DISCOUNT,EXPENSE,M,556.7500,0.0835125,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,SURCHARGE BASE DISCOUNT,SURCHARGE BASE DISCOUNT MASTERCARD,9999,629999,FD_DERIVED_04_1,SURCHARGE BASE DISCOUNT,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD DATAWIRE AUTHS,DATAWIRE AUTHS DISCOVER ACQUIRING,3521,623521,61KCREDIT,DATAWIRE,EXPENSE,M,10.0000,0.1750000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - VISA,5714,625714,1324DEBIT,VISA,EXPENSE,M,363.0000,5.4450000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,PCI NON VALIDATION FINE,NON-RECEIPT OF PCI DATA VALIDATION FINE,5859,625859,MRCPCINC,NON-RECEIPT OF PCI DATA VALIDATION FINE,EXPENSE,M,1.0000,15.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - MASTERCARD,5714,615714,0121CREDIT,MASTERCARD,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,SURCHARGE BASE DISCOUNT,SURCHARGE BASE DISCOUNT AMEX OPT BLUE,9999,629999,FD_DERIVED_04_43,SURCHARGE BASE DISCOUNT,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BATCH HEADER,BATCH HEADER,5717,625717,IDW-MT-00001_C,ETC BATCH HEADER,EXPENSE,M,30.0000,0.4500000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - DISCOVER ACQ,5714,615714,11561DEBIT,DISCOVER ACQUIRING,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,ACH REJECT FEE,ACH REJECT FEE,5113,625113,IDW-MT-00064_C,ACH REJECT FEE,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - VISA,5714,615714,1324DEBIT,VISA,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - OPT BLUE,5714,615714,53143CREDIT,AMERICAN EXPRESS BLUE,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,SURCHARGE BASE DISCOUNT,SURCHARGE BASE DISCOUNT DISCOVER ACQ,9999,629999,FD_DERIVED_04_61,SURCHARGE BASE DISCOUNT,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - DISCOVER ACQ,5714,615714,11461CREDIT,DISCOVER ACQUIRING,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD DATAWIRE AUTHS,DATAWIRE AUTHS MASTERCARD,3521,623521,1KCREDIT,DATAWIRE,EXPENSE,M,158.0000,2.7650000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD DATAWIRE AUTHS,DATAWIRE AUTHS VISA,3521,623521,4KCREDIT,DATAWIRE,EXPENSE,M,162.0000,2.8350000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - DISCOVER ACQ,5714,625714,11461CREDIT,DISCOVER ACQUIRING,EXPENSE,M,6.0000,0.0900000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,PCI RAPID COMPLY FEE,PCI RAPID COMPLY PER STATEMENT CHARGE,0001,720001,PCIRAPIDCOMPLY,PCI RAPID COMPLY STATEMENT CHARGE,EXPENSE,M,1.0000,2.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - MASTERCARD,5714,615714,0781DEBIT,MASTERCARD,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BASE DISCOUNT,BASE DISCOUNT MASTERCARD,9998,629998,FD_DERIVED_05_1,BASE DISCOUNT,EXPENSE,M,2905.2500,0.4357875,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - DISCOVER ACQ,5714,625714,11561DEBIT,DISCOVER ACQUIRING,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,MERCHANT ACCOUNT ON FILE,MERCHANT ACCOUNT ON FILE,5700,625700,FD_DERIVED_01,MERCHANT ACCOUNT ON FILE,EXPENSE,M,1.0000,5.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,AMEX OPT BLUE INDUSTRY FEES,AXB PSF RESTAURANT,6058,626054,53143CREDIT,AXB PSF RESTAURANT,EXPENSE,M,556.7500,0.8351250,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - VISA,5714,625714,0994CREDIT,VISA,EXPENSE,M,144.0000,2.1600000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - OPT BLUE,5714,625714,53143CREDIT,AMERICAN EXPRESS BLUE,EXPENSE,M,21.0000,0.3150000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,SURCHARGE BASE DISCOUNT,SURCHARGE BASE DISCOUNT VISA,9999,629999,FD_DERIVED_04_4,SURCHARGE BASE DISCOUNT,EXPENSE,M,0.0000,0.0000000,2900,12/01/2022
EXPENSE,202212,FD,5230722901005310,FOE #3496,PROCESSING EXPENSE,BASE DISCOUNT,BASE DISCOUNT DISCOVER ACQ,9998,629998,FD_DERIVED_05_61,BASE DISCOUNT,EXPENSE,M,152.7500,0.0229125,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - QUAL,QUALIFICATION VOLUME - OPT BLUE,0000,,43,AMEX OPT BLUE,QUALIFICATION,M,21.0000,556.7500000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - NON-QUAL,QUALIFICATION VOLUME - DISCOVER ACQ,0000,,61,DISCOVER ACQUIRING,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - NON-QUAL,QUALIFICATION VOLUME - OPT BLUE,0000,,43,AMEX OPT BLUE,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - NON-QUAL,QUALIFICATION VOLUME - MASTERCARD,0000,,1,MASTERCARD,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - MID-QUAL,QUALIFICATION VOLUME - VISA,0000,,4,VISA,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - QUAL,QUALIFICATION VOLUME - VISA,0000,,4,VISA,QUALIFICATION,M,507.0000,12180.1700000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - MID-QUAL,QUALIFICATION VOLUME - OPT BLUE,0000,,43,AMEX OPT BLUE,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - QUAL,QUALIFICATION VOLUME - MASTERCARD,0000,,1,MASTERCARD,QUALIFICATION,M,119.0000,2905.2500000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - MID-QUAL,QUALIFICATION VOLUME - DISCOVER ACQ,0000,,61,DISCOVER ACQUIRING,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - MID-QUAL,QUALIFICATION VOLUME - MASTERCARD,0000,,1,MASTERCARD,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - QUAL,QUALIFICATION VOLUME - DISCOVER ACQ,0000,,61,DISCOVER ACQUIRING,QUALIFICATION,M,6.0000,152.7500000,2900,12/01/2022
QUALIFICATION,202212,FD,5230722901005310,FOE #3496,QUALIFICATION OF SALES,QUALIFICATION VOLUMES - NON-QUAL,QUALIFICATION VOLUME - VISA,0000,,4,VISA,QUALIFICATION,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,0994CREDIT,VISA,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0781DEBIT,MASTERCARD,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0121CREDIT,MASTERCARD,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11561DEBIT,DISCOVER ACQUIRING,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - AMERICAN EXPRESS OPT BLUE,0000,,53143CREDIT,AMERICAN EXPRESS OPT BLUE,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,1324DEBIT,VISA,RETURN,M,0.0000,0.0000000,2900,12/01/2022
RETURN,202212,FD,5230722901005310,FOE #3496,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11461CREDIT,DISCOVER ACQUIRING,RETURN,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,OTHER DISCOUNT,AMERICAN EXPRESS BLUE DISCOUNT,,,FD_DERIVED_07_43,AMERICAN EXPRESS BLUE DISCOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,VISA INTERCHANGE REGULAR REVENUE,,,IDW-CT-000094CREDIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,VISA INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000114CREDIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,VISA INTERCHANGE REGULAR REVENUE,,,IDW-CT-000094DEBIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE MASTERCARD,,,IDW-CT-000571CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,34.9900000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000254CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0.0000,39.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000251CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0.0000,24.8500000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,OTHER DISCOUNT,VISA DISCOUNT,,,FD_DERIVED_07_4,VISA DISCOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE AMEX OPT BLUE,,,IDW-CT-0005743CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,11.9400000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE VISA,,,IDW-CT-000574DEBIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,143.8100000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,VISA INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000114DEBIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0002561CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0.0000,0.3200000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,OTHER DISCOUNT,MASTERCARD DISCOUNT,,,FD_DERIVED_07_1,MASTERCARD DISCOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,OTHER DISCOUNT,DISCOVER ACQUIRING DISCOUNT,,,FD_DERIVED_07_61,DISCOVER ACQUIRING DISCOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE VISA,,,IDW-CT-000574CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,68.1500000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,MC INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000111DEBIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,DISCOVER ACQ INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0001161CREDIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,DISCOVER ACQ INTERCHANGE REGULAR REVENUE,,,IDW-CT-0000961CREDIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000254DEBIT_I,NON QUALIFY AMOUNT,REVENUE,M,0.0000,10.8700000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE MASTERCARD,,,IDW-CT-000571DEBIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,15.5400000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,MC INTERCHANGE REGULAR,,,IDW-CT-000091CREDIT_I,REGULAR INTERCHANGE FEE AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,QUAL DISCOUNT CHARGE,QUAL DISCOUNT CHARGE DISCOVER ACQ,,,IDW-CT-0005761CREDIT_I,QUALIFY DISCOUNT CHARGE,REVENUE,M,0.0000,2.6600000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,MC INTERCHANGE DISCOUNT DISCOUNT REVENUE,,,IDW-CT-000111CREDIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,DISCOUNT REVENUE,INTERCHANGE,AMEX OPT BLUE INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0001143CREDIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,CSTVSABI404_I,VISA BIN ICA,REVENUE,M,363.0000,0.3600000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MASTERCARD LICENSE VOLUME AMOUNT,MASTERCARD LICENSE VOLUME AMOUNT,,,IDW-MT-00092_I,MASTERCARD LICENSE VOLUME AMOUNT,REVENUE,M,0.0000,1.7200000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,CSTMSTBI103_I,MC BIN ICA,REVENUE,M,85.0000,0.6600000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,,,IDW-MT-00066_I,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,REVENUE,M,417.0000,6.4635000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364CREDIT_I,BIN/ICA AMOUNT,REVENUE,M,144.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371DEBIT_I,PROCESSING FEE AMOUNT,REVENUE,M,34.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADACRD403_I,CR DUES AND ASSESS,REVENUE,M,0.0000,5.4800000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,IDW-CT-000361DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,34.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DISCOVER DATA USAGE FEE,DISCOVER DATA USAGE FEE,,,IDW-MT-00072_I,DISCOVER DATA USAGE FEE AMOUNT,REVENUE,M,6.0000,0.0150000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,AMEX OPT BLUE NETWORK FEE,AMEX OPT BLUE NETWORK FEE,,,AMXNTWRK4303_I,AMEX OPT BLUE NETWORK FEE,REVENUE,M,0.0000,1.7500000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,AMEX ACQR TRANSACTION FEE,AMEX ACQR TRANSACTION FEE,,,AMXACQTN4303_I,AMEX ACQR TRANSACTION FEE,REVENUE,M,21.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA ACQUIRING PROCESSOR FEE AMOUNT,VISA ACQUIRING PROCESSOR FEE AMOUNT,,,IDW-MT-00030_I,VISA ACQUIRING PROCESSOR FEE AMOUNT,REVENUE,M,162.0000,3.1590000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041DEBIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0.0000,1.1600000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,85.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-IMAGE FEE,PROCESSING INTEGRITY FEE-IMAGE FEE,,,MSTIMGFE103_I,PS INTG IMGFEE,REVENUE,M,99.0000,1.9800000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,ACQ PROC FEE AUTH RVSL DB,ACQ PROC FEE AUTH RVSL DB,,,VSAAPFDR404_I,ACQ PROC FEE AUTH RVSL DB,REVENUE,M,4.0000,0.0600000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA NPF CARD PRESENT FEE AMOUNT,VISA NPF CARD PRESENT FEE AMOUNT,,,IDW-MT-00067_I,VISA NPF CARD PRESENT FEE AMOUNT,REVENUE,M,0.0000,2.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA FILE TRANSMISSION FEE,VISA FILE TRANSMISSION FEE,,,VSAFLTMF403_I,FILE TRANSMISSION FEE,REVENUE,M,507.0000,0.9100000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DISCOVER AUTH FEE PCF,DISCOVER AUTH FEE PCF,,,IDW-MT-00090_I,DISCOVER AUTHORIZATION FEE AMOUNT,REVENUE,M,10.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MASTERCARD ACQUIRER NABU FEE AMOUNT,MASTERCARD ACQUIRER NABU FEE AMOUNT,,,IDW-MT-00034_I,MASTERCARD ACQUIRER NABU FEE AMOUNT,REVENUE,M,126.0000,2.4570000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,363.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,MC KILOBYTE FEE AMOUNT,MC KILOBYTE FEE AMOUNT,,,MSTKILOB103_I,MC KILOBYTE FEE,REVENUE,M,59.0000,0.1400000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA PROCESSING FEE AMOUNT,VISA PROCESSING FEE AMOUNT,,,IDW-CT-000374CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,144.0000,0.0000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,VISA TRANSACTION INTEGRITY FEE AMOUNT,VISA TRANSACTION INTEGRITY FEE AMOUNT,,,IDW-MT-00068_I,VISA TRANSACTION INTEGRITY FEE AMOUNT,REVENUE,M,4.0000,0.4000000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DISCOVER AUTH FEE,DISCOVER AUTH FEE,,,DSCAUTH6103_I,DISC AUTH FEE,REVENUE,M,10.0000,0.1900000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADADBT404_I,DB DUES AND ASSESS,REVENUE,M,0.0000,10.7400000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041CREDIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0.0000,2.6100000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,KILOBYTE AUTH FEE US,KILOBYTE AUTH FEE US,,,MSTKBAUS103_I,KILOBYTE AUTH FEE US,REVENUE,M,48.0000,0.1100000,2900,12/01/2022
REVENUE,202212,FD,5230722901005310,FOE #3496,PASS-THRU REVENUE,INTRNTL RETURN FEE DB,INTRNTL RETURN FEE DB,,,VSAIAPFD404_I,INTRNTL RETURN FEE DB,REVENUE,M,0.0000,0.0000000,2900,12/01/2022
